Data;Segmento;GrupoProblema;Ocorrências
2016-07;Administradoras de Consórcios;Atendimento / SAC;14
2017-08;Varejo;Informação;13
2017-06;Varejo;Informação;13
2018-04;Transporte Aéreo;Saúde e Segurança;13
2017-12;Transporte Aéreo;Saúde e Segurança;13
2017-03;Transporte Aéreo;Informação;13
2016-01;Transporte Aéreo;Informação;13
2016-09;Transporte Aéreo;Entrega do Produto;13
2015-06;Transporte Aéreo;Atendimento / SAC;13
2016-02;Supermercados;Vício de Qualidade;13
2015-04;Supermercados;Vício de Qualidade;13
2017-08;Supermercados;Saúde e Segurança;13
2016-11;Supermercados;Saúde e Segurança;13
2016-01;Supermercados;Saúde e Segurança;13
2015-03;Supermercados;Saúde e Segurança;13
2016-02;Supermercados;Contrato / Oferta;13
2015-04;Supermercados;Contrato / Oferta;13
2017-01;Supermercados;Atendimento / SAC;13
2015-07;Supermercados;Atendimento / SAC;13
2016-03;Programas de Fidelidade;Vício de Qualidade;13
2016-10;Programas de Fidelidade;Cobrança / Contestação;13
2016-08;Programas de Fidelidade;Atendimento / SAC;13
2017-08;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;13
2017-05;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;13
2017-08;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;13
2017-05;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;13
2017-04;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;13
2016-08;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;13
2016-04;Perfumaria, Cosméticos e Higiene Pessoal;Contrato / Oferta;13
2015-11;Perfumaria, Cosméticos e Higiene Pessoal;Contrato / Oferta;13
2015-06;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;13
2015-03;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;13
2016-04;Operadoras de Planos de Saúde e Administradoras de Benefícios;Vício de Qualidade;13
2015-10;Operadoras de Planos de Saúde e Administradoras de Benefícios;Contrato / Oferta;13
2015-09;Operadoras de Planos de Saúde e Administradoras de Benefícios;Contrato / Oferta;13
2015-07;Operadoras de Planos de Saúde e Administradoras de Benefícios;Contrato / Oferta;13
2015-04;Operadoras de Planos de Saúde e Administradoras de Benefícios;Contrato / Oferta;13
2015-05;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;13
2018-01;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Vício de Qualidade;13
2017-08;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Vício de Qualidade;13
2017-07;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Vício de Qualidade;13
2018-05;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;13
2018-04;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;13
2017-10;Fabricantes - Linha Branca;Saúde e Segurança;13
2017-04;Fabricantes - Linha Branca;Saúde e Segurança;13
2017-01;Fabricantes - Linha Branca;Saúde e Segurança;13
2015-03;Fabricantes - Linha Branca;Entrega do Produto;13
2017-09;Fabricantes - Linha Branca;Contrato / Oferta;13
2017-05;Fabricantes - Linha Branca;Contrato / Oferta;13
2017-11;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;13
2015-12;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;13
2015-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;13
2018-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;13
2017-05;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;13
2017-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;13
2016-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Entrega do Produto;13
2015-12;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Entrega do Produto;13
2015-08;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Cobrança / Contestação;13
2018-02;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;13
2017-12;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;13
2017-01;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;13
2017-03;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;13
2016-07;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;13
2015-06;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;13
2017-07;Empresas de Recuperação de Crédito;Informação;13
2018-05;Empresas de Recuperação de Crédito;Contrato / Oferta;13
2018-03;Empresas de Recuperação de Crédito;Contrato / Oferta;13
2018-01;Empresas de Recuperação de Crédito;Contrato / Oferta;13
2017-02;Empresas de Recuperação de Crédito;Atendimento / SAC;13
2015-11;Empresas de Recuperação de Crédito;Atendimento / SAC;13
2017-12;Empresas de Pagamento Eletrônico;Vício de Qualidade;13
2017-04;Empresas de Pagamento Eletrônico;Cobrança / Contestação;13
2016-07;Empresas de Pagamento Eletrônico;Cobrança / Contestação;13
2015-10;Empresas de Pagamento Eletrônico;Cobrança / Contestação;13
2018-01;Editoras;Contrato / Oferta;13
2017-10;Editoras;Contrato / Oferta;13
2017-09;Editoras;Contrato / Oferta;13
2016-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Vício de Qualidade;13
2016-06;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Vício de Qualidade;13
2016-02;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Vício de Qualidade;13
2018-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;13
2018-01;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;13
2017-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;13
2017-10;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;13
2015-02;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;13
2017-08;Comércio Eletrônico;Saúde e Segurança;13
2016-11;Comércio Eletrônico;Informação;13
2016-01;Comércio Eletrônico;Informação;13
2015-01;Comércio Eletrônico;Informação;13
2018-05;Cartões de Descontos;Contrato / Oferta;13
2018-05;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2018-04;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2017-10;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2017-08;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2017-01;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2016-10;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2016-01;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;13
2016-03;Bancos, Financeiras e Administradoras de Cartão;Entrega do Produto;13
2015-12;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;13
2015-09;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;13
2015-06;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;13
2018-05;Agências de Viagens;Vício de Qualidade;13
2018-04;Agências de Viagens;Vício de Qualidade;13
2016-12;Agências de Viagens;Atendimento / SAC;13
2016-07;Agências de Viagens;Atendimento / SAC;13
2015-08;Agências de Viagens;Atendimento / SAC;13
2018-03;Administradoras de Consórcios;Contrato / Oferta;13
2017-11;Administradoras de Consórcios;Contrato / Oferta;13
2017-04;Administradoras de Consórcios;Contrato / Oferta;13
2015-06;Administradoras de Consórcios;Cobrança / Contestação;13
2017-05;Administradoras de Consórcios;Atendimento / SAC;13
2016-12;Administradoras de Consórcios;Atendimento / SAC;13
2018-03;Varejo;Informação;12
2017-11;Varejo;Informação;12
2017-03;Varejo;Informação;12
2016-11;Transporte Aéreo;Informação;12
2017-02;Transporte Aéreo;Entrega do Produto;12
2016-05;Transporte Aéreo;Entrega do Produto;12
2016-09;Supermercados;Vício de Qualidade;12
2016-05;Supermercados;Vício de Qualidade;12
2015-12;Supermercados;Vício de Qualidade;12
2015-10;Supermercados;Vício de Qualidade;12
2015-07;Supermercados;Vício de Qualidade;12
2015-05;Supermercados;Vício de Qualidade;12
2017-06;Supermercados;Saúde e Segurança;12
2016-05;Supermercados;Saúde e Segurança;12
2016-03;Supermercados;Atendimento / SAC;12
2015-09;Supermercados;Atendimento / SAC;12
2015-07;Provedores de Conteúdo e Outros Serviços na Internet;Cobrança / Contestação;12
2017-02;Programas de Fidelidade;Vício de Qualidade;12
2016-07;Programas de Fidelidade;Vício de Qualidade;12
2016-04;Programas de Fidelidade;Vício de Qualidade;12
2018-04;Programas de Fidelidade;Informação;12
2015-09;Programas de Fidelidade;Entrega do Produto;12
2015-03;Programas de Fidelidade;Entrega do Produto;12
2016-07;Programas de Fidelidade;Cobrança / Contestação;12
2015-02;Programas de Fidelidade;Cobrança / Contestação;12
2016-11;Programas de Fidelidade;Atendimento / SAC;12
2016-03;Programas de Fidelidade;Atendimento / SAC;12
2015-12;Programas de Fidelidade;Atendimento / SAC;12
2015-09;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;12
2015-05;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;12
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;12
2017-08;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;12
2017-07;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;12
2016-01;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;12
2015-05;Operadoras de Planos de Saúde e Administradoras de Benefícios;Vício de Qualidade;12
2017-09;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Vício de Qualidade;12
2016-08;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Vício de Qualidade;12
2018-06;Fabricantes - Linha Branca;Saúde e Segurança;12
2018-02;Fabricantes - Linha Branca;Saúde e Segurança;12
2017-09;Fabricantes - Linha Branca;Saúde e Segurança;12
2016-05;Fabricantes - Linha Branca;Saúde e Segurança;12
2017-02;Fabricantes - Linha Branca;Contrato / Oferta;12
2016-07;Fabricantes - Linha Branca;Contrato / Oferta;12
2017-11;Fabricantes - Linha Branca;Cobrança / Contestação;12
2017-05;Fabricantes - Linha Branca;Cobrança / Contestação;12
2016-06;Fabricantes - Linha Branca;Cobrança / Contestação;12
2015-07;Fabricantes - Linha Branca;Atendimento / SAC;12
2015-05;Fabricantes - Linha Branca;Atendimento / SAC;12
2015-12;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Vício de Qualidade;12
2017-08;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;12
2015-03;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;12
2018-01;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;12
2017-05;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;12
2018-05;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;12
2018-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;12
2017-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;12
2017-06;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;12
2016-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Cobrança / Contestação;12
2015-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Cobrança / Contestação;12
2015-06;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;12
2015-02;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;12
2018-01;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;12
2016-05;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;12
2016-05;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;12
2016-04;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;12
2018-02;Empresas de Recuperação de Crédito;Contrato / Oferta;12
2017-12;Empresas de Recuperação de Crédito;Contrato / Oferta;12
2017-05;Empresas de Recuperação de Crédito;Contrato / Oferta;12
2017-02;Empresas de Recuperação de Crédito;Contrato / Oferta;12
2017-01;Empresas de Recuperação de Crédito;Atendimento / SAC;12
2017-10;Empresas de Pagamento Eletrônico;Entrega do Produto;12
2016-12;Empresas de Pagamento Eletrônico;Contrato / Oferta;12
2016-12;Empresas de Pagamento Eletrônico;Cobrança / Contestação;12
2016-04;Empresas de Pagamento Eletrônico;Cobrança / Contestação;12
2018-05;Empresas de Intermediação de Serviços / Negócios;Informação;12
2018-05;Editoras;Contrato / Oferta;12
2016-01;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Vício de Qualidade;12
2017-01;Comércio Eletrônico;Saúde e Segurança;12
2016-07;Comércio Eletrônico;Saúde e Segurança;12
2015-10;Comércio Eletrônico;Informação;12
2018-05;Cartões de Descontos;Cobrança / Contestação;12
2018-03;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;12
2015-03;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;12
2015-12;Bancos, Financeiras e Administradoras de Cartão;Entrega do Produto;12
2015-10;Bancos, Financeiras e Administradoras de Cartão;Entrega do Produto;12
2016-02;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;12
2018-05;Artigos Esportivos;Entrega do Produto;12
2018-02;Artigos Esportivos;Entrega do Produto;12
2017-08;Agências de Viagens;Vício de Qualidade;12
2017-04;Agências de Viagens;Vício de Qualidade;12
2015-06;Agências de Viagens;Atendimento / SAC;12
2018-05;Administradoras de Consórcios;Contrato / Oferta;12
2018-02;Administradoras de Consórcios;Contrato / Oferta;12
2017-12;Administradoras de Consórcios;Contrato / Oferta;12
2017-03;Administradoras de Consórcios;Contrato / Oferta;12
2015-03;Administradoras de Consórcios;Contrato / Oferta;12
2015-08;Administradoras de Consórcios;Cobrança / Contestação;12
2015-02;Administradoras de Consórcios;Cobrança / Contestação;12
2018-06;Administradoras de Consórcios;Atendimento / SAC;12
2018-05;Administradoras de Consórcios;Atendimento / SAC;12
2018-01;Administradoras de Consórcios;Atendimento / SAC;12
2017-03;Administradoras de Consórcios;Atendimento / SAC;12
2018-06;Varejo;Saúde e Segurança;11
2017-09;Varejo;Informação;11
2016-03;Transporte Aéreo;Informação;11
2016-12;Supermercados;Vício de Qualidade;11
2017-02;Supermercados;Saúde e Segurança;11
2016-01;Supermercados;Contrato / Oferta;11
2015-05;Supermercados;Contrato / Oferta;11
2017-02;Supermercados;Cobrança / Contestação;11
2016-11;Supermercados;Cobrança / Contestação;11
2017-12;Provedores de Conteúdo e Outros Serviços na Internet;Contrato / Oferta;11
2017-08;Provedores de Conteúdo e Outros Serviços na Internet;Cobrança / Contestação;11
2016-10;Programas de Fidelidade;Vício de Qualidade;11
2015-06;Programas de Fidelidade;Vício de Qualidade;11
2015-04;Programas de Fidelidade;Entrega do Produto;11
2015-02;Programas de Fidelidade;Entrega do Produto;11
2016-05;Programas de Fidelidade;Atendimento / SAC;11
2016-04;Programas de Fidelidade;Atendimento / SAC;11
2015-09;Programas de Fidelidade;Atendimento / SAC;11
2015-06;Programas de Fidelidade;Atendimento / SAC;11
2017-10;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;11
2017-06;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;11
2017-11;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;11
2017-10;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;11
2017-09;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;11
2017-06;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;11
2016-05;Perfumaria, Cosméticos e Higiene Pessoal;Contrato / Oferta;11
2015-04;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;11
2016-12;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;11
2015-02;Operadoras de Planos de Saúde e Administradoras de Benefícios;Vício de Qualidade;11
2015-02;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;11
2015-01;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;11
2018-01;Fabricantes - Linha Branca;Saúde e Segurança;11
2017-06;Fabricantes - Linha Branca;Saúde e Segurança;11
2016-06;Fabricantes - Linha Branca;Saúde e Segurança;11
2016-01;Fabricantes - Linha Branca;Saúde e Segurança;11
2018-03;Fabricantes - Linha Branca;Contrato / Oferta;11
2018-01;Fabricantes - Linha Branca;Contrato / Oferta;11
2017-12;Fabricantes - Linha Branca;Contrato / Oferta;11
2017-10;Fabricantes - Linha Branca;Contrato / Oferta;11
2016-12;Fabricantes - Linha Branca;Contrato / Oferta;11
2016-09;Fabricantes - Linha Branca;Contrato / Oferta;11
2016-04;Fabricantes - Linha Branca;Contrato / Oferta;11
2016-02;Fabricantes - Linha Branca;Contrato / Oferta;11
2015-04;Fabricantes - Linha Branca;Contrato / Oferta;11
2015-07;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Vício de Qualidade;11
2015-04;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Vício de Qualidade;11
2017-12;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;11
2017-09;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;11
2017-06;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;11
2016-06;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;11
2018-03;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;11
2018-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;11
2017-10;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;11
2017-11;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;11
2016-11;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;11
2016-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Entrega do Produto;11
2015-08;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;11
2016-06;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;11
2017-06;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;11
2016-11;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;11
2015-09;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;11
2015-07;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;11
2018-02;Empresas de Recuperação de Crédito;Informação;11
2017-07;Empresas de Recuperação de Crédito;Contrato / Oferta;11
2016-09;Empresas de Recuperação de Crédito;Atendimento / SAC;11
2017-08;Empresas de Pagamento Eletrônico;Vício de Qualidade;11
2018-03;Empresas de Pagamento Eletrônico;Informação;11
2016-11;Empresas de Pagamento Eletrônico;Cobrança / Contestação;11
2015-12;Empresas de Pagamento Eletrônico;Cobrança / Contestação;11
2017-08;Empresas de Pagamento Eletrônico;Atendimento / SAC;11
2018-06;Editoras;Contrato / Oferta;11
2017-11;Editoras;Contrato / Oferta;11
2016-06;Editoras;Contrato / Oferta;11
2017-02;Editoras;Cobrança / Contestação;11
2016-03;Editoras;Cobrança / Contestação;11
2016-04;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Vício de Qualidade;11
2015-02;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Vício de Qualidade;11
2017-12;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;11
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;11
2017-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;11
2017-05;Comércio Eletrônico;Saúde e Segurança;11
2016-12;Comércio Eletrônico;Saúde e Segurança;11
2016-08;Comércio Eletrônico;Saúde e Segurança;11
2016-04;Comércio Eletrônico;Informação;11
2016-02;Comércio Eletrônico;Informação;11
2015-11;Comércio Eletrônico;Informação;11
2018-02;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;11
2017-04;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;11
2015-08;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;11
2017-12;Artigos Esportivos;Entrega do Produto;11
2018-01;Artigos Esportivos;Contrato / Oferta;11
2018-01;Agências de Viagens;Vício de Qualidade;11
2017-06;Agências de Viagens;Vício de Qualidade;11
2018-03;Agências de Viagens;Informação;11
2018-02;Agências de Viagens;Informação;11
2016-10;Agências de Viagens;Atendimento / SAC;11
2016-08;Agências de Viagens;Atendimento / SAC;11
2015-09;Agências de Viagens;Atendimento / SAC;11
2018-01;Administradoras de Consórcios;Contrato / Oferta;11
2017-06;Administradoras de Consórcios;Contrato / Oferta;11
2016-11;Administradoras de Consórcios;Contrato / Oferta;11
2016-01;Administradoras de Consórcios;Contrato / Oferta;11
2017-04;Administradoras de Consórcios;Atendimento / SAC;11
2016-05;Administradoras de Consórcios;Atendimento / SAC;11
2015-04;Administradoras de Consórcios;Atendimento / SAC;11
2015-03;Administradoras de Consórcios;Atendimento / SAC;11
2018-04;Varejo;Informação;10
2017-04;Varejo;Informação;10
2016-08;Varejo;Informação;10
2017-05;Transporte Aéreo;Saúde e Segurança;10
2017-01;Transporte Aéreo;Entrega do Produto;10
2016-03;Supermercados;Vício de Qualidade;10
2016-08;Supermercados;Saúde e Segurança;10
2016-07;Supermercados;Saúde e Segurança;10
2018-01;Supermercados;Entrega do Produto;10
2017-07;Supermercados;Cobrança / Contestação;10
2016-06;Supermercados;Cobrança / Contestação;10
2016-03;Supermercados;Cobrança / Contestação;10
2015-03;Supermercados;Cobrança / Contestação;10
2016-11;Supermercados;Atendimento / SAC;10
2016-07;Supermercados;Atendimento / SAC;10
2015-10;Supermercados;Atendimento / SAC;10
2016-07;Provedores de Conteúdo e Outros Serviços na Internet;Contrato / Oferta;10
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Cobrança / Contestação;10
2018-03;Provedores de Conteúdo e Outros Serviços na Internet;Cobrança / Contestação;10
2015-10;Provedores de Conteúdo e Outros Serviços na Internet;Cobrança / Contestação;10
2016-11;Programas de Fidelidade;Vício de Qualidade;10
2015-12;Programas de Fidelidade;Vício de Qualidade;10
2018-05;Programas de Fidelidade;Informação;10
2018-03;Programas de Fidelidade;Informação;10
2018-01;Programas de Fidelidade;Informação;10
2017-09;Programas de Fidelidade;Informação;10
2017-07;Programas de Fidelidade;Informação;10
2017-06;Programas de Fidelidade;Informação;10
2016-11;Programas de Fidelidade;Informação;10
2015-01;Programas de Fidelidade;Contrato / Oferta;10
2016-07;Programas de Fidelidade;Atendimento / SAC;10
2015-08;Programas de Fidelidade;Atendimento / SAC;10
2015-05;Programas de Fidelidade;Atendimento / SAC;10
2018-02;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;10
2016-11;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;10
2016-03;Perfumaria, Cosméticos e Higiene Pessoal;Vício de Qualidade;10
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;10
2015-12;Perfumaria, Cosméticos e Higiene Pessoal;Saúde e Segurança;10
2017-03;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;10
2016-04;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;10
2017-09;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;10
2017-04;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;10
2016-07;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;10
2016-05;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Saúde e Segurança;10
2017-08;Operadoras de Planos de Saúde e Administradoras de Benefícios;Informação;10
2015-01;Operadoras de Planos de Saúde e Administradoras de Benefícios;Contrato / Oferta;10
2017-03;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Vício de Qualidade;10
2018-06;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;10
2018-03;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;10
2018-01;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;10
2017-12;Fabricantes - Linha Branca;Saúde e Segurança;10
2017-03;Fabricantes - Linha Branca;Saúde e Segurança;10
2017-02;Fabricantes - Linha Branca;Saúde e Segurança;10
2015-11;Fabricantes - Linha Branca;Saúde e Segurança;10
2016-01;Fabricantes - Linha Branca;Entrega do Produto;10
2015-12;Fabricantes - Linha Branca;Entrega do Produto;10
2018-04;Fabricantes - Linha Branca;Contrato / Oferta;10
2017-08;Fabricantes - Linha Branca;Contrato / Oferta;10
2016-01;Fabricantes - Linha Branca;Contrato / Oferta;10
2015-12;Fabricantes - Linha Branca;Contrato / Oferta;10
2018-01;Fabricantes - Linha Branca;Cobrança / Contestação;10
2017-10;Fabricantes - Linha Branca;Cobrança / Contestação;10
2015-09;Fabricantes - Linha Branca;Atendimento / SAC;10
2016-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Vício de Qualidade;10
2016-01;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Vício de Qualidade;10
2017-09;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;10
2018-04;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;10
2016-01;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;10
2016-10;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;10
2016-07;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;10
2016-06;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;10
2016-05;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;10
2016-04;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;10
2017-07;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;10
2017-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;10
2015-08;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Entrega do Produto;10
2016-01;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;10
2016-06;Empresas de Recuperação de Crédito;Vício de Qualidade;10
2017-11;Empresas de Recuperação de Crédito;Informação;10
2016-06;Empresas de Recuperação de Crédito;Informação;10
2016-09;Empresas de Recuperação de Crédito;Contrato / Oferta;10
2016-11;Empresas de Recuperação de Crédito;Atendimento / SAC;10
2018-04;Empresas de Pagamento Eletrônico;Informação;10
2017-08;Empresas de Pagamento Eletrônico;Contrato / Oferta;10
2016-07;Empresas de Pagamento Eletrônico;Contrato / Oferta;10
2015-11;Empresas de Pagamento Eletrônico;Cobrança / Contestação;10
2018-05;Empresas de Intermediação de Serviços / Negócios;Saúde e Segurança;10
2017-07;Editoras;Contrato / Oferta;10
2015-07;Editoras;Contrato / Oferta;10
2016-09;Editoras;Cobrança / Contestação;10
2016-07;Editoras;Cobrança / Contestação;10
2015-12;Editoras;Cobrança / Contestação;10
